FACTURA|FECHAFACTURA|TIPOPROVEEDOR|NUMEROPROVEEDOR|NOMBREPROVEEDOR|TIPOCOMPRA|NUMEROPARTE|DESCRIPCION|CANTIDAD|COSTOUNITARIO|COSTO
38151641       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |282151FC0B          |VARILLA ANTENA                |1|500.40|500.40
38151641       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |407006LB0A          |SENSOR PRESION                |1|459.25|459.25
38151641       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |543251KA0A          |BALERO AMORTIGU               |3|335.09|1005.27
38151641       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |963651HK5A          |LUNA ESPEJO DER               |1|217.93|217.93
38151830       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |24410ZW40C          |BATERIA N17X                  |3|2058.10|6174.30
38152051       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |214819KZ1A          |SHROUD ASSY W M               |1|1848.49|1848.49
38152141       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |955204KH0E          |2DO AISLADR-MON               |1|291.75|291.75
38152283       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |00000215R0          |LIQ FREN DOT3 3               |144|57.61|8295.84
38152283       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |10120ZT70J          |ANTICONGELANTE                |84|69.41|5830.44
38152283       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |165461HK0J          |FILTRO DE AIRE                |18|297.71|5358.78
38152283       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |165464JM1A          |FILTRO DE AIRE                |20|200.34|4006.80
38152283       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |272771KK0C          |FILTRO AIRE ACO               |25|200.97|5024.25
38152451       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3Q8A004GE2        |NCF 4G 2A SERV                |3|9019.50|27058.50
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |B8599C2032          |BATERIA LLAVE I               |3|112.64|337.92
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |D10601HL0B          |KIT BALAT FREN/               |2|1178.05|2356.10
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |D10609BT0C          |KIT BALAT FREN                |1|1709.22|1709.22
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |D10801VA0K          |JGO/LAMINAS FRE               |1|2241.74|2241.74
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |H05616EM0C          |LLAVE MAESTRA                 |1|941.41|941.41
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99C35EE0A          |Tapete de cajue               |2|1290.20|2580.40
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |00000215R0          |LIQ FREN DOT3 3               |24|57.61|1382.64
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |01125E6091          |TORN/CAMARA ACE               |4|17.36|69.44
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |11720JG30B          |BANDA VENT/ALTE               |1|1522.24|1522.24
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |11925MA00B          |POLEA TENS/COMP               |1|1660.10|1660.10
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |119254JM0A          |POLEA TENSORA                 |1|707.33|707.33
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |11955JA00C          |TENSOR AUTOMATI               |1|1347.29|1347.29
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |130706LB0A          |TENSIONADOR CAD               |1|419.09|419.09
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |132644JM0C          |CUBRTA VAL BALA               |1|491.21|491.21
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |161193AB1E          |CAMARA ACELERAC               |1|1032.39|1032.39
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |165461HK0J          |FILTRO DE AIRE                |12|297.71|3572.52
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |165465RB1A          |FILTRO DE AIRE                |10|265.01|2650.10
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |21200EA000          |TERMOSTATO                    |1|477.46|477.46
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |22401ED71B          |BUJIA                         |10|521.01|5210.10
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |22693ZX70A          |SENSOR DE AIRE                |2|2157.99|4315.98
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |25560EL00C          |INTERRUPTOR DE                |1|1911.41|1911.41
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |260104KU0D          |LAMP ASSY-HEAD,               |1|2081.00|2081.00
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |260604KU0B          |FARO IZQUIERDO                |1|1950.25|1950.25
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |261508995F          |LAMP/NIEBLA DER               |1|2213.37|2213.37
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |261558995F          |LAMP/NIEBLA IZQ               |1|2213.37|2213.37
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |27277VX01A          |KIT FILTRO AIRE               |1|370.20|370.20
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |276753VE0A          |AMPLIFICADOR                  |1|299.54|299.54
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |28215JG40B          |VARILLA ANTENA                |1|684.96|684.96
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288903SG0C          |PLUMA LIMP PARA               |1|269.69|269.69
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288904KH1A          |PLUMA LIMP PARA               |1|228.31|228.31
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288905EF0A          |HOJA LIMP PARAB               |1|324.48|324.48
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3E15EF0A          |JUEGO DE TAPETE               |2|758.11|1516.22
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3E16KH0A          |TAPETE HULE FRO               |2|775.04|1550.08
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |301005RB0A          |DISCO DE CLUTCH               |1|1620.93|1620.93
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |302105RB0A          |CUBIERTA CLUTCH               |1|2648.03|2648.03
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |320018J29J          |ACEIT TM 75W85                |16|314.96|5039.36
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |403005EF0E          |RUEDA DISCO                   |1|721.83|721.83
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |41001ZP42A          |ZAPATA/DE/D/S-C               |1|7645.18|7645.18
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |41011ZP42A          |ZAPATA/DE/I/S-C               |1|7645.18|7645.18
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |488106LB1A          |COLUMNA MECANIS               |1|3175.83|3175.83
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |497204JM0B          |MANG/TUBO PRES/               |1|2799.28|2799.28
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |543255FA0A          |BALERO AMORTIGU               |1|281.84|281.84
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |550321HJ0A          |ASIENT/INF/RESO               |2|157.63|315.26
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |622255EE0A          |SOP PARACHOQ LA               |1|67.63|67.63
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |623106KH0A          |PARILLA DELANTE               |1|1590.19|1590.19
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |638405EF0A          |PROTEC SALPICAD               |1|507.25|507.25
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |685205EF0A          |CUBIERTA GUANTE               |1|675.79|675.79
38152492       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |805016FP0A          |CNTRL-REMOT/DE-               |1|1498.50|1498.50
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |E62109LK1A          |AMORTIGUADOR TR               |2|1038.27|2076.54
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |H06013TA1A          |CILINDRO PUERTA               |1|499.92|499.92
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |NIMEXPORPL          |PORTAPLACAS                   |1|518.37|518.37
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |QCVT1LTNS3          |ACEITE CVT 946M               |36|256.71|9241.56
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |1520865F0E          |FILTRO ACEITE                 |60|165.66|9939.60
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288904KH1A          |PLUMA LIMP PARA               |3|228.31|684.93
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |302104JM0A          |CUBIERTA CLUTCH               |1|2490.41|2490.41
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |546139ES0A          |BUJE ESTABILIZA               |10|52.58|525.80
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |546185RB0A          |VAR/CONECC-ESTA               |7|143.47|1004.29
38154500       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |92473N823A          |SEGURO COLECTOR               |3|62.53|187.59
38156213       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |NIMEXU03Q1DD        |LIMPIADR SIST F               |180|153.92|27705.60
38156213       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |NIMEXU03Q2DD        |LIMP CUE DE ACE               |48|129.97|6238.56
38156213       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |NIMEXU03Q9DD        |LIMP INYECTORES               |24|166.75|4002.00
38156213       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |NIMEXU04Q6DD        |SHAMP LIMPIA PA               |540|29.61|15989.40
38156213       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |NIMEXU8Q10DD        |PROTECT TERMINA               |480|109.20|52416.00
38166115       |09/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |NITROTAP01DD        |NITRO SERV/TAPO               |150|281.20|42180.00
38166597       |09/10/24|OTROS                         |69887     |RIGO MEXICO                   |3                             |INSUMOLMOT          |INSUMO LAVADO #2              |500|26.07|13035.00
38166597       |09/10/24|OTROS                         |69887     |RIGO MEXICO                   |3                             |OTREFR134A          |GAS REF 134A                  |1|3222.82|3222.82
38167104       |09/10/24|OTROS                         |69887     |RIGO MEXICO                   |D3                            |INSUMOLMOT          |INSUMO LAVADO #2              |-100|26.07|-2607.00
38167115       |09/10/24|OTROS                         |69887     |RIGO MEXICO                   |D3                            |INSUMOLMOT          |INSUMO LAVADO #2              |-100|26.07|-2607.00
38167132       |09/10/24|OTROS                         |69887     |RIGO MEXICO                   |D3                            |INSUMOLMOT          |INSUMO LAVADO #2              |-100|26.07|-2607.00
38174445       |09/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |D6                            |NMXCNGEGR151        |GARANTIA EXTENDIDA            |-1|4048.24|-4048.24
38182576       |10/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |CT2055516RDD        |LLANVOVERSA 205               |4|1943.97|7775.88
38182576       |10/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |CT20560R16DD        |LLA KICKS 20560               |4|2125.32|8501.28
38182576       |10/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |EMG20W50VADD        |ACE MINE GA VA                |4|406.71|1626.84
38182576       |10/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |EML15W40SNDD        |AC 946 ML 15W40               |120|121.96|14635.20
38182576       |10/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |EML5W3TA7BDD        |AC 946 ML 5W30                |120|144.82|17378.40
38182576       |10/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |EMPVN20WSNDD        |PROMOVERNPD23 2               |100|495.51|49551.00
38182576       |10/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |EMT103TA7CDL        |LIT TALLER 10W3               |2080|121.54|252803.20
38189934       |10/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |CT20555R17DD        |LLA KICKS 20555               |5|3000.70|15003.50
38195952       |10/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38197887       |10/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |118261HK0A          |MANG/VENTILACIO               |-1|63.28|-63.28
38197887       |10/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |118261HK5A          |MANG/VENTILACIO               |1|58.47|58.47
38197887       |10/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |403424AF2A          |ORNAMENTO RUEDA               |2|77.38|154.76
38197887       |10/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |403426TA1A          |ORNAMENTO DISC                |-2|69.34|-138.68
38197887       |10/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |243407F000          |CONECTOR                      |1|242.41|242.41
38197887       |10/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |243407F003          |CONECTOR                      |-1|258.59|-258.59
38197887       |10/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |CT20560R16DD        |LLA KICKS 20560               |1|2125.32|2125.32
38197887       |10/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |MA195515CRDD        |LLANMANP300 195               |-1|2539.82|-2539.82
38201461       |10/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38214587       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |27277VX01A          |KIT FILTRO AIRE               |9|370.20|3331.80
38214587       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |272775NA0A          |FILTRO AIRE ACO               |13|285.71|3714.23
38214587       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3T76KH0A          |BARRA DEPT                    |2|8042.24|16084.48
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |F31014KGMA          |SALPIDERA DEL I               |1|2712.85|2712.85
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99D35EE0A          |Deflector de ve               |1|3740.46|3740.46
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99J26LB4A          |FR SPLASH GUARD               |1|1179.95|1179.95
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99J26LB4A          |FR SPLASH GUARD               |1|1083.32|1083.32
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |119271HC0D          |POLEA TENSORA                 |1|1182.58|1182.58
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |119551KC0A          |TENSIONADOR AUT               |1|1441.37|1441.37
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |130704E102          |TENSOR                        |1|1398.34|1398.34
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |1307053F16          |TENSOR CADENA                 |1|1391.41|1391.41
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |21304JA00A          |ANILLO GOMA                   |1|32.61|32.61
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |272109KC1A          |SOPLADOR AIRE A               |1|8337.87|8337.87
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |28215JG40B          |VARILLA ANTENA                |1|684.96|684.96
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3B26LE0A          |PROT CAJUELA TR               |1|590.18|590.18
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |301005RB0A          |DISCO DE CLUTCH               |1|1620.93|1620.93
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |302105RB0A          |CUBIERTA CLUTCH               |1|2648.03|2648.03
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |306105FA1C          |CILIND/MAEST/D-               |1|1320.01|1320.01
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3062000Q1T          |CILIND OPERAC D               |1|5219.77|5219.77
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |30660BC00A          |VALANCIN CLUTCH               |1|681.79|681.79
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |30850BC30A          |TUBO DE CLUTCH                |1|365.02|365.02
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |320056KB0A          |INTERRUPT LAMP                |1|381.06|381.06
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |320066KB0A          |INTERRUP POS NE               |1|303.15|303.15
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |381644KD3A          |FLECHA EJE TRAS               |1|4721.48|4721.48
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |805005EF0A          |CNTRL-REMOT/DE-               |1|540.61|540.61
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |849025EE0A          |ALFOMBRA PISO E               |1|1597.28|1597.28
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |92470HC050          |JUNTA TORICA                  |10|92.40|924.00
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |92473N823A          |SEGURO COLECTOR               |1|62.53|62.53
38215110       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |963024JS0A          |ESPEJO PUERTA I               |1|1108.59|1108.59
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |F31014KGMA          |SALPIDERA DEL I               |1|2712.85|2712.85
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99D35EE0A          |Deflector de ve               |1|3740.46|3740.46
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99J26LB4A          |FR SPLASH GUARD               |1|1179.95|1179.95
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99J26LB4B          |RR SPLASH GUARD               |1|1083.32|1083.32
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |119271HC0D          |POLEA TENSORA                 |1|1182.58|1182.58
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |119551KC0A          |TENSIONADOR AUT               |1|1441.37|1441.37
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |130704E102          |TENSOR                        |1|1398.34|1398.34
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |1307053F16          |TENSOR CADENA                 |1|1391.41|1391.41
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |21304JA00A          |ANILLO GOMA                   |1|32.61|32.61
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |272109KC1A          |SOPLADOR AIRE A               |1|8337.87|8337.87
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |28215JG40B          |VARILLA ANTENA                |1|684.96|684.96
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3B26LE0A          |PROT CAJUELA TR               |1|590.18|590.18
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |301005RB0A          |DISCO DE CLUTCH               |1|1620.93|1620.93
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |302105RB0A          |CUBIERTA CLUTCH               |1|2648.03|2648.03
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |306105FA1C          |CILIND/MAEST/D-               |1|1320.01|1320.01
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3062000Q1T          |CILIND OPERAC D               |1|5219.77|5219.77
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |30660BC00A          |VALANCIN CLUTCH               |1|681.79|681.79
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |30850BC30A          |TUBO DE CLUTCH                |1|365.02|365.02
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |320056KB0A          |INTERRUPT LAMP                |1|381.06|381.06
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |320066KB0A          |INTERRUP POS NE               |1|303.15|303.15
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |381644KD3A          |FLECHA EJE TRAS               |1|4721.48|4721.48
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |805005EF0A          |CNTRL-REMOT/DE-               |1|540.61|540.61
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |849025EE0A          |ALFOMBRA PISO E               |1|1597.28|1597.28
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |92470HC050          |JUNTA TORICA                  |10|92.40|924.00
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |92473N823A          |SEGURO COLECTOR               |1|62.53|62.53
38221155       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |963024JS0A          |ESPEJO PUERTA I               |1|1108.59|1108.59
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |F31014KGMA          |SALPIDERA DEL I               |-1|2712.85|-2712.85
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |T99D35EE0A          |Deflector de ve               |-1|3740.46|-3740.46
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |T99J26LB4A          |FR SPLASH GUARD               |-1|1179.95|-1179.95
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |T99J26LB4A          |FR SPLASH GUARD               |-1|1083.32|-1083.32
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |119271HC0D          |POLEA TENSORA                 |-1|1182.58|-1182.58
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |119551KC0A          |TENSIONADOR AUT               |-1|1441.37|-1441.37
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |130704E102          |TENSOR                        |-1|1398.34|-1398.34
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |1307053F16          |TENSOR CADENA                 |-1|1391.41|-1391.41
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |21304JA00A          |ANILLO GOMA                   |-1|32.61|-32.61
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |272109KC1A          |SOPLADOR AIRE A               |-1|8337.87|-8337.87
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |28215JG40B          |VARILLA ANTENA                |-1|684.96|-684.96
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |3N3B26LE0A          |PROT CAJUELA TR               |-1|590.18|-590.18
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |301005RB0A          |DISCO DE CLUTCH               |-1|1620.93|-1620.93
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |302105RB0A          |CUBIERTA CLUTCH               |-1|2648.03|-2648.03
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |306105FA1C          |CILIND/MAEST/D-               |-1|1320.01|-1320.01
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |3062000Q1T          |CILIND OPERAC D               |-1|5219.77|-5219.77
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |30660BC00A          |VALANCIN CLUTCH               |-1|681.79|-681.79
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |30850BC30A          |TUBO DE CLUTCH                |-1|365.02|-365.02
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |320056KB0A          |INTERRUPT LAMP                |-1|381.06|-381.06
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |320066KB0A          |INTERRUP POS NE               |-1|303.15|-303.15
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |381644KD3A          |FLECHA EJE TRAS               |-1|4721.48|-4721.48
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |805005EF0A          |CNTRL-REMOT/DE-               |-1|540.61|-540.61
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |849025EE0A          |ALFOMBRA PISO E               |-1|1597.28|-1597.28
